measure_name,location_name,age_name,metric_name,year,val
Deaths,Global,20-24 years,Percent,1991,0.0602362071809232
Deaths,Global,20-24 years,Rate,1991,10.305844308238605
Deaths,Global,25-29 years,Percent,1991,0.0778604044522407
Deaths,Global,25-29 years,Rate,1991,14.807170814171664
Deaths,Global,30-34 years,Percent,1991,0.109724915421383
Deaths,Global,30-34 years,Rate,1991,25.736842824883908
Deaths,Global,35-39 years,Percent,1991,0.1512762183069154
Deaths,Global,35-39 years,Rate,1991,44.79507053123294
Deaths,Global,40-44 years,Percent,1991,0.2041855704280333
Deaths,Global,40-44 years,Rate,1991,82.86216122494729
Deaths,Global,45-49 years,Percent,1991,0.2492499041711176
Deaths,Global,45-49 years,Rate,1991,144.07439138826297
Deaths,Global,50-54 years,Percent,1991,0.2936721256526658
Deaths,Global,50-54 years,Rate,1991,258.40464858686227
Deaths,Global,55-59 years,Percent,1991,0.3233215827726758
Deaths,Global,55-59 years,Rate,1991,418.6678532877413
Deaths,Global,60-64 years,Percent,1991,0.3546153596194598
Deaths,Global,60-64 years,Rate,1991,698.2708739627619
Deaths,Global,65-69 years,Percent,1991,0.3807518252496993
Deaths,Global,65-69 years,Rate,1991,1096.8292895753357
Deaths,Global,70-74 years,Percent,1991,0.3987155275761903
Deaths,Global,70-74 years,Rate,1991,1799.1123006381747
Deaths,Global,75-79 years,Percent,1991,0.4433559212114107
Deaths,Global,75-79 years,Rate,1991,3034.743493802784
Deaths,Global,All ages,Percent,1991,0.2592590260859777
Deaths,Global,All ages,Rate,1991,225.0528205350238
Deaths,Global,80-84,Percent,1991,0.4744644018890496
Deaths,Global,80-84,Rate,1991,5023.079455519431
Deaths,Global,85-89,Percent,1991,0.4985397580779396
Deaths,Global,85-89,Rate,1991,7861.779417255524
Deaths,Global,90-94,Percent,1991,0.5256476893608749
Deaths,Global,90-94,Rate,1991,11611.350054962424
Deaths,Global,10-19 years,Percent,1991,0.0425881580734498
Deaths,Global,10-19 years,Rate,1991,4.6155456869988
Deaths,Global,0-9 years,Percent,1991,0.0070014851853671
Deaths,Global,0-9 years,Rate,1991,7.201951378038146
Deaths,Global,95+ years,Percent,1991,0.5415556164722416
Deaths,Global,95+ years,Rate,1991,17501.390174170345
Deaths,High-income,20-24 years,Percent,1992,0.0495838389887868
Deaths,High-income,20-24 years,Rate,1992,4.174560323555011
Deaths,High-income,25-29 years,Percent,1992,0.0702748483507452
Deaths,High-income,25-29 years,Rate,1992,6.669241524340023
Deaths,High-income,30-34 years,Percent,1992,0.1008701792686965
Deaths,High-income,30-34 years,Rate,1992,12.070366273329396
Deaths,High-income,35-39 years,Percent,1992,0.1481430493183161
Deaths,High-income,35-39 years,Rate,1992,23.01024791373117
Deaths,High-income,40-44 years,Percent,1992,0.2020867043319174
Deaths,High-income,40-44 years,Rate,1992,43.20057687470857
Deaths,High-income,45-49 years,Percent,1992,0.245457442497751
Deaths,High-income,45-49 years,Rate,1992,78.95153933354128
Deaths,High-income,50-54 years,Percent,1992,0.2741232480475939
Deaths,High-income,50-54 years,Rate,1992,136.77829160253032
Deaths,High-income,55-59 years,Percent,1992,0.2982251676727095
Deaths,High-income,55-59 years,Rate,1992,232.4800156613053
Deaths,High-income,60-64 years,Percent,1992,0.3314003451311997
Deaths,High-income,60-64 years,Rate,1992,412.0339373855062
Deaths,High-income,65-69 years,Percent,1992,0.3636705892088051
Deaths,High-income,65-69 years,Rate,1992,689.6533475592643
Deaths,High-income,70-74 years,Percent,1992,0.4069162914235511
Deaths,High-income,70-74 years,Rate,1992,1220.0134805458283
Deaths,High-income,75-79 years,Percent,1992,0.4502705287262527
Deaths,High-income,75-79 years,Rate,1992,2197.298091698347
Deaths,High-income,All ages,Percent,1992,0.4046296850373666
Deaths,High-income,All ages,Rate,1992,341.088557149491
Deaths,High-income,80-84,Percent,1992,0.4916730007173208
Deaths,High-income,80-84,Rate,1992,3927.381722230623
Deaths,High-income,85-89,Percent,1992,0.510789236448231
Deaths,High-income,85-89,Rate,1992,6530.266601607026
Deaths,High-income,90-94,Percent,1992,0.5318106440923598
Deaths,High-income,90-94,Rate,1992,10306.117079586757
Deaths,High-income,10-19 years,Percent,1992,0.0455576606525294
Deaths,High-income,10-19 years,Rate,1992,1.966808878690264
Deaths,High-income,0-9 years,Percent,1992,0.0197275377856506
Deaths,High-income,0-9 years,Rate,1992,2.203625798324806
Deaths,High-income,95+ years,Percent,1992,0.548721846888929
Deaths,High-income,95+ years,Rate,1992,16548.31296638695
Deaths,Global,20-24 years,Percent,1992,0.0606822344765402
Deaths,Global,20-24 years,Rate,1992,10.268593781514978
Deaths,Global,25-29 years,Percent,1992,0.0779951837071312
Deaths,Global,25-29 years,Rate,1992,14.705233536366848
Deaths,Global,30-34 years,Percent,1992,0.1090948725164519
Deaths,Global,30-34 years,Rate,1992,25.759446406842816
Deaths,Global,35-39 years,Percent,1992,0.1505362982677831
Deaths,Global,35-39 years,Rate,1992,44.80817798038749
Deaths,Global,40-44 years,Percent,1992,0.2040003416825496
Deaths,Global,40-44 years,Rate,1992,83.4232557420588
Deaths,Global,45-49 years,Percent,1992,0.2492113506714901
Deaths,Global,45-49 years,Rate,1992,142.8907271910053
Deaths,Global,50-54 years,Percent,1992,0.2930690088547183
Deaths,Global,50-54 years,Rate,1992,257.29120107785485
Deaths,Global,55-59 years,Percent,1992,0.3238630483018715
Deaths,Global,55-59 years,Rate,1992,417.20364541477136
Deaths,Global,60-64 years,Percent,1992,0.3544486094307514
Deaths,Global,60-64 years,Rate,1992,695.7624383291006
Deaths,Global,65-69 years,Percent,1992,0.381721899462684
Deaths,Global,65-69 years,Rate,1992,1096.1582295732449
Deaths,Global,70-74 years,Percent,1992,0.3991829803455801
Deaths,Global,70-74 years,Rate,1992,1786.987786573519
Deaths,Global,75-79 years,Percent,1992,0.4383380887355499
Deaths,Global,75-79 years,Rate,1992,2985.652139937086
Deaths,Global,All ages,Percent,1992,0.2619233003485884
Deaths,Global,All ages,Rate,1992,225.6660076845568
Deaths,Global,80-84,Percent,1992,0.4727818019274823
Deaths,Global,80-84,Rate,1992,4972.745605327097
Deaths,Global,85-89,Percent,1992,0.4968888151037804
Deaths,Global,85-89,Rate,1992,7784.6731941838225
Deaths,Global,90-94,Percent,1992,0.5229708652008483
Deaths,Global,90-94,Rate,1992,11479.601522927973
Deaths,Global,10-19 years,Percent,1992,0.043774775568616
Deaths,Global,10-19 years,Rate,1992,4.577625337286285
Deaths,Global,0-9 years,Percent,1992,0.0069944650545882
Deaths,Global,0-9 years,Rate,1992,6.981526844737072
Deaths,Global,95+ years,Percent,1992,0.5381443077306932
Deaths,Global,95+ years,Rate,1992,17263.97794338766
Deaths,Germany,20-24 years,Percent,1992,0.0669057739378825
Deaths,Germany,20-24 years,Rate,1992,5.039456888141795
Deaths,Germany,25-29 years,Percent,1992,0.0946323290187415
Deaths,Germany,25-29 years,Rate,1992,7.402399544877032
Deaths,Germany,30-34 years,Percent,1992,0.1315556598364506
Deaths,Germany,30-34 years,Rate,1992,13.50949446666808
Deaths,Germany,35-39 years,Percent,1992,0.1782774571286462
Deaths,Germany,35-39 years,Rate,1992,26.73303321415851
Deaths,Germany,40-44 years,Percent,1992,0.2183248465939063
Deaths,Germany,40-44 years,Rate,1992,48.231404115798256
Deaths,Germany,45-49 years,Percent,1992,0.2473596740075566
Deaths,Germany,45-49 years,Rate,1992,87.7862941911366
Deaths,Germany,50-54 years,Percent,1992,0.2796491276022826
Deaths,Germany,50-54 years,Rate,1992,151.47544774178442
Deaths,Germany,55-59 years,Percent,1992,0.3276587846878931
Deaths,Germany,55-59 years,Rate,1992,271.04086293101113
Deaths,Germany,60-64 years,Percent,1992,0.3853456185759281
Deaths,Germany,60-64 years,Rate,1992,532.1095236615799
Deaths,Germany,65-69 years,Percent,1992,0.4257946215287685
Deaths,Germany,65-69 years,Rate,1992,849.3800113060232
Deaths,Germany,70-74 years,Percent,1992,0.4786520599061772
Deaths,Germany,70-74 years,Rate,1992,1430.774291941045
Deaths,Germany,75-79 years,Percent,1992,0.5397046488793714
Deaths,Germany,75-79 years,Rate,1992,3129.4823277315727
Deaths,Germany,All ages,Percent,1992,0.4871079512080022
Deaths,Germany,All ages,Rate,1992,527.9262092291925
Deaths,Germany,80-84,Percent,1992,0.5773119850397231
Deaths,Germany,80-84,Rate,1992,5236.592352084699
Deaths,Germany,85-89,Percent,1992,0.5947691836995952
Deaths,Germany,85-89,Rate,1992,8317.641250594495
Deaths,Germany,90-94,Percent,1992,0.60656865441813
Deaths,Germany,90-94,Rate,1992,13541.159178665554
Deaths,Germany,10-19 years,Percent,1992,0.0524339279348362
Deaths,Germany,10-19 years,Rate,1992,1.8790738259001256
Deaths,Germany,0-9 years,Percent,1992,0.014219353128382
Deaths,Germany,0-9 years,Rate,1992,1.1286746644155576
Deaths,Germany,95+ years,Percent,1992,0.6224405328600106
Deaths,Germany,95+ years,Rate,1992,21929.071607501028
Deaths,Germany,20-24 years,Percent,1990,0.0718968285920094
Deaths,Germany,20-24 years,Rate,1990,5.420068432588496
Deaths,Germany,25-29 years,Percent,1990,0.102919097511212
Deaths,Germany,25-29 years,Rate,1990,8.015415667367648
Deaths,Germany,30-34 years,Percent,1990,0.1441807008076611
Deaths,Germany,30-34 years,Rate,1990,14.890119831195625
Deaths,Germany,35-39 years,Percent,1990,0.190886808222563
Deaths,Germany,35-39 years,Rate,1990,28.681004694881445
Deaths,Germany,40-44 years,Percent,1990,0.2270926793810497
Deaths,Germany,40-44 years,Rate,1990,48.71380722615612
Deaths,Germany,45-49 years,Percent,1990,0.2598225233164491
Deaths,Germany,45-49 years,Rate,1990,97.32483882205916
Deaths,Germany,50-54 years,Percent,1990,0.29568199732807
Deaths,Germany,50-54 years,Rate,1990,162.06722028864047
Deaths,Germany,55-59 years,Percent,1990,0.3455825049148614
Deaths,Germany,55-59 years,Rate,1990,307.0465159332176
Deaths,Germany,60-64 years,Percent,1990,0.3981570120807384
Deaths,Germany,60-64 years,Rate,1990,550.1647971044205
Deaths,Germany,65-69 years,Percent,1990,0.4405403324518748
Deaths,Germany,65-69 years,Rate,1990,926.5085558729716
Deaths,Germany,70-74 years,Percent,1990,0.49590787186956
Deaths,Germany,70-74 years,Rate,1990,1595.0790683397252
Deaths,Germany,75-79 years,Percent,1990,0.5533918881297919
Deaths,Germany,75-79 years,Rate,1990,3249.095881223649
Deaths,Germany,All ages,Percent,1990,0.5006898044058853
Deaths,Germany,All ages,Rate,1990,565.3024426943559
Deaths,Germany,80-84,Percent,1990,0.5898570262592752
Deaths,Germany,80-84,Rate,1990,5708.081093702198
Deaths,Germany,85-89,Percent,1990,0.6076311822486382
Deaths,Germany,85-89,Rate,1990,9238.367480968736
Deaths,Germany,90-94,Percent,1990,0.6166281569508838
Deaths,Germany,90-94,Rate,1990,14233.597570915394
Deaths,Germany,10-19 years,Percent,1990,0.0560046566432278
Deaths,Germany,10-19 years,Rate,1990,2.201059268108805
Deaths,Germany,0-9 years,Percent,1990,0.0138055417607684
Deaths,Germany,0-9 years,Rate,1990,1.347908654473054
Deaths,Germany,95+ years,Percent,1990,0.6301120463047508
Deaths,Germany,95+ years,Rate,1990,22100.620598677862
Deaths,High-income,20-24 years,Percent,1990,0.0520676446221284
Deaths,High-income,20-24 years,Rate,1990,4.5484785154618725
Deaths,High-income,25-29 years,Percent,1990,0.0741462541186123
Deaths,High-income,25-29 years,Rate,1990,7.1841463148038125
Deaths,High-income,30-34 years,Percent,1990,0.108332824810542
Deaths,High-income,30-34 years,Rate,1990,12.829932110635644
Deaths,High-income,35-39 years,Percent,1990,0.156929679086053
Deaths,High-income,35-39 years,Rate,1990,24.060826487357527
Deaths,High-income,40-44 years,Percent,1990,0.2109052363813184
Deaths,High-income,40-44 years,Rate,1990,44.7886949494795
Deaths,High-income,45-49 years,Percent,1990,0.2543538479083016
Deaths,High-income,45-49 years,Rate,1990,83.8430417984874
Deaths,High-income,50-54 years,Percent,1990,0.2836579053612096
Deaths,High-income,50-54 years,Rate,1990,146.36382174039852
Deaths,High-income,55-59 years,Percent,1990,0.3088415658114148
Deaths,High-income,55-59 years,Rate,1990,252.77731089694217
Deaths,High-income,60-64 years,Percent,1990,0.3444694616422565
Deaths,High-income,60-64 years,Rate,1990,441.1582802658406
Deaths,High-income,65-69 years,Percent,1990,0.3796079184793339
Deaths,High-income,65-69 years,Rate,1990,748.3492547305971
Deaths,High-income,70-74 years,Percent,1990,0.4215490798495844
Deaths,High-income,70-74 years,Rate,1990,1304.3150265917272
Deaths,High-income,75-79 years,Percent,1990,0.4660764872120713
Deaths,High-income,75-79 years,Rate,1990,2350.037573326681
Deaths,High-income,All ages,Percent,1990,0.4150294974914572
Deaths,High-income,All ages,Rate,1990,351.2170476960443
Deaths,High-income,80-84,Percent,1990,0.5063210592568116
Deaths,High-income,80-84,Rate,1990,4201.429009367778
Deaths,High-income,85-89,Percent,1990,0.5235976190170656
Deaths,High-income,85-89,Rate,1990,6938.13596810414
Deaths,High-income,90-94,Percent,1990,0.5443942604643781
Deaths,High-income,90-94,Rate,1990,10888.932989956566
Deaths,High-income,10-19 years,Percent,1990,0.0481970295873638
Deaths,High-income,10-19 years,Rate,1990,2.190160305707181
Deaths,High-income,0-9 years,Percent,1990,0.019070239611781
Deaths,High-income,0-9 years,Rate,1990,2.3611635743794177
Deaths,High-income,95+ years,Percent,1990,0.5614263501091133
Deaths,High-income,95+ years,Rate,1990,17398.401907551506
Deaths,Global,20-24 years,Percent,1993,0.0599236989392003
Deaths,Global,20-24 years,Rate,1993,10.173079722788849
Deaths,Global,25-29 years,Percent,1993,0.0768872202196638
Deaths,Global,25-29 years,Rate,1993,14.577809237656746
Deaths,Global,30-34 years,Percent,1993,0.1078870228876771
Deaths,Global,30-34 years,Rate,1993,25.78940648982932
Deaths,Global,35-39 years,Percent,1993,0.149221423343631
Deaths,Global,35-39 years,Rate,1993,45.27761224854374
Deaths,Global,40-44 years,Percent,1993,0.2036560037927528
Deaths,Global,40-44 years,Rate,1993,84.7722154704047
Deaths,Global,45-49 years,Percent,1993,0.2497115713174099
Deaths,Global,45-49 years,Rate,1993,143.62753994373278
Deaths,Global,50-54 years,Percent,1993,0.2929917242940112
Deaths,Global,50-54 years,Rate,1993,258.04342816633977
Deaths,Global,55-59 years,Percent,1993,0.3263579338519083
Deaths,Global,55-59 years,Rate,1993,422.4921529664535
Deaths,Global,60-64 years,Percent,1993,0.3563842598286495
Deaths,Global,60-64 years,Rate,1993,700.0408236512715
Deaths,Global,65-69 years,Percent,1993,0.3849961622568348
Deaths,Global,65-69 years,Rate,1993,1109.6385296011076
Deaths,Global,70-74 years,Percent,1993,0.4025997666784751
Deaths,Global,70-74 years,Rate,1993,1794.339720947619
Deaths,Global,75-79 years,Percent,1993,0.4346811359861478
Deaths,Global,75-79 years,Rate,1993,2958.4106918289926
Deaths,Global,All ages,Percent,1993,0.265865832463679
Deaths,Global,All ages,Rate,1993,228.9312862945232
Deaths,Global,80-84,Percent,1993,0.4747080939224551
Deaths,Global,80-84,Rate,1993,4999.314037311341
Deaths,Global,85-89,Percent,1993,0.4974057572834984
Deaths,Global,85-89,Rate,1993,7825.666597364921
Deaths,Global,90-94,Percent,1993,0.5233884697700465
Deaths,Global,90-94,Rate,1993,11559.39937569542
Deaths,Global,10-19 years,Percent,1993,0.0436063996461993
Deaths,Global,10-19 years,Rate,1993,4.516387065275279
Deaths,Global,0-9 years,Percent,1993,0.0069192701169952
Deaths,Global,0-9 years,Rate,1993,6.726313502113634
Deaths,Global,95+ years,Percent,1993,0.5353188181561479
Deaths,Global,95+ years,Rate,1993,17222.072253579117
Deaths,Germany,20-24 years,Percent,1993,0.0642917100341955
Deaths,Germany,20-24 years,Rate,1993,4.711807069420218
Deaths,Germany,25-29 years,Percent,1993,0.0903919290904254
Deaths,Germany,25-29 years,Rate,1993,6.722089371643212
Deaths,Germany,30-34 years,Percent,1993,0.1263657265696147
Deaths,Germany,30-34 years,Rate,1993,12.590656353221222
Deaths,Germany,35-39 years,Percent,1993,0.172513153323552
Deaths,Germany,35-39 years,Rate,1993,25.32632152142593
Deaths,Germany,40-44 years,Percent,1993,0.2125314468178899
Deaths,Germany,40-44 years,Rate,1993,47.10647734052522
Deaths,Germany,45-49 years,Percent,1993,0.2415919127718869
Deaths,Germany,45-49 years,Rate,1993,83.43239413641577
Deaths,Germany,50-54 years,Percent,1993,0.2726850856623127
Deaths,Germany,50-54 years,Rate,1993,148.02746630771932
Deaths,Germany,55-59 years,Percent,1993,0.3189426377389499
Deaths,Germany,55-59 years,Rate,1993,257.2036808354015
Deaths,Germany,60-64 years,Percent,1993,0.3778957232822902
Deaths,Germany,60-64 years,Rate,1993,515.5462124992735
Deaths,Germany,65-69 years,Percent,1993,0.4194105696060822
Deaths,Germany,65-69 years,Rate,1993,828.2874323395612
Deaths,Germany,70-74 years,Percent,1993,0.472318982215806
Deaths,Germany,70-74 years,Rate,1993,1435.1189310355394
Deaths,Germany,75-79 years,Percent,1993,0.5319338118139945
Deaths,Germany,75-79 years,Rate,1993,3011.072021421509
Deaths,Germany,All ages,Percent,1993,0.4817044754957284
Deaths,Germany,All ages,Rate,1993,518.3825032676143
Deaths,Germany,80-84,Percent,1993,0.5710545715457335
Deaths,Germany,80-84,Rate,1993,5078.305433375748
Deaths,Germany,85-89,Percent,1993,0.5908792162453799
Deaths,Germany,85-89,Rate,1993,8209.72808000524
Deaths,Germany,90-94,Percent,1993,0.6026000079364494
Deaths,Germany,90-94,Rate,1993,13426.989754919725
Deaths,Germany,10-19 years,Percent,1993,0.0508892255751528
Deaths,Germany,10-19 years,Rate,1993,1.7849799714031729
Deaths,Germany,0-9 years,Percent,1993,0.0143336556609738
Deaths,Germany,0-9 years,Rate,1993,1.061077898494858
Deaths,Germany,95+ years,Percent,1993,0.6185969745620166
Deaths,Germany,95+ years,Rate,1993,21799.040567918997
Deaths,Global,20-24 years,Percent,1997,0.0585689196625122
Deaths,Global,20-24 years,Rate,1997,10.221680849463654
Deaths,Global,25-29 years,Percent,1997,0.0742444750182381
Deaths,Global,25-29 years,Rate,1997,15.027900088631776
Deaths,Global,30-34 years,Percent,1997,0.1040378113957338
Deaths,Global,30-34 years,Rate,1997,25.49076295015068
Deaths,Global,35-39 years,Percent,1997,0.1391619493103643
Deaths,Global,35-39 years,Rate,1997,42.9099513542683
Deaths,Global,40-44 years,Percent,1997,0.1952677415966545
Deaths,Global,40-44 years,Rate,1997,80.56335845556445
Deaths,Global,45-49 years,Percent,1997,0.246050171758425
Deaths,Global,45-49 years,Rate,1997,140.2296683771036
Deaths,Global,50-54 years,Percent,1997,0.2849174505396759
Deaths,Global,50-54 years,Rate,1997,239.38381254597468
Deaths,Global,55-59 years,Percent,1997,0.3222572331778962
Deaths,Global,55-59 years,Rate,1997,393.5738384824836
Deaths,Global,60-64 years,Percent,1997,0.3522906096025094
Deaths,Global,60-64 years,Rate,1997,651.6949096122638
Deaths,Global,65-69 years,Percent,1997,0.3829976132124842
Deaths,Global,65-69 years,Rate,1997,1058.9934830578177
Deaths,Global,70-74 years,Percent,1997,0.4058106020818627
Deaths,Global,70-74 years,Rate,1997,1726.367073163815
Deaths,Global,75-79 years,Percent,1997,0.4257025360888507
Deaths,Global,75-79 years,Rate,1997,2728.435561090993
Deaths,Global,All ages,Percent,1997,0.2700733541198193
Deaths,Global,All ages,Rate,1997,225.57601837965768
Deaths,Global,80-84,Percent,1997,0.4574593325500372
Deaths,Global,80-84,Rate,1997,4615.893467586216
Deaths,Global,85-89,Percent,1997,0.4881845080162941
Deaths,Global,85-89,Rate,1997,7461.831361854072
Deaths,Global,90-94,Percent,1997,0.5094608756193864
Deaths,Global,90-94,Rate,1997,11021.416215371397
Deaths,Global,10-19 years,Percent,1997,0.0434454009908952
Deaths,Global,10-19 years,Rate,1997,4.204113114780942
Deaths,Global,0-9 years,Percent,1997,0.0063732742745945
Deaths,Global,0-9 years,Rate,1997,5.68609107844938
Deaths,Global,95+ years,Percent,1997,0.5207663110676584
Deaths,Global,95+ years,Rate,1997,16462.255960874518
Deaths,Global,20-24 years,Percent,1994,0.0551402795544177
Deaths,Global,20-24 years,Rate,1994,10.222992522424017
Deaths,Global,25-29 years,Percent,1994,0.0731551063812227
Deaths,Global,25-29 years,Rate,1994,15.033968083589444
Deaths,Global,30-34 years,Percent,1994,0.1035322574823276
Deaths,Global,30-34 years,Rate,1994,26.24114032733293
Deaths,Global,35-39 years,Percent,1994,0.1442217470559072
Deaths,Global,35-39 years,Rate,1994,45.869560602247454
Deaths,Global,40-44 years,Percent,1994,0.19996079384405
Deaths,Global,40-44 years,Rate,1994,85.70375409594787
Deaths,Global,45-49 years,Percent,1994,0.2488879842183655
Deaths,Global,45-49 years,Rate,1994,145.6421696893656
Deaths,Global,50-54 years,Percent,1994,0.289187316743409
Deaths,Global,50-54 years,Rate,1994,255.48811594179057
Deaths,Global,55-59 years,Percent,1994,0.3262653913250713
