"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","SMOKERS","TOT","PC_POP15","A","2009",23.8,
"CZE","SMOKERS","TOT","PC_POP15","A","2010",22.8,
"CZE","SMOKERS","TOT","PC_POP15","A","2011",21.7,
"CZE","SMOKERS","TOT","PC_POP15","A","2012",22.9,
"CZE","SMOKERS","TOT","PC_POP15","A","2013",22.2,
"CZE","SMOKERS","TOT","PC_POP15","A","2014",22.3,
"CZE","SMOKERS","TOT","PC_POP15","A","2015",18.2,
"CZE","SMOKERS","TOT","PC_POP15","A","2016",19.6,
"CZE","SMOKERS","TOT","PC_POP15","A","2017",18.4,
"CZE","SMOKERS","TOT","PC_POP15","A","2018",21.1,
"CZE","SMOKERS","TOT","PC_POP15","A","2019",18.1,
"CZE","SMOKERS","TOT","PC_POP15","A","2020",16.6,
"CZE","SMOKERS","TOT","PC_POP15","A","2021",17.6,
"DNK","SMOKERS","TOT","PC_POP15","A","1970",57.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1971",56,
"DNK","SMOKERS","TOT","PC_POP15","A","1972",55,
"DNK","SMOKERS","TOT","PC_POP15","A","1973",54.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1974",55,
"DNK","SMOKERS","TOT","PC_POP15","A","1975",53,
"DNK","SMOKERS","TOT","PC_POP15","A","1976",54,
"DNK","SMOKERS","TOT","PC_POP15","A","1977",53,
"DNK","SMOKERS","TOT","PC_POP15","A","1978",51.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1979",51,
"DNK","SMOKERS","TOT","PC_POP15","A","1980",50.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1981",49,
"DNK","SMOKERS","TOT","PC_POP15","A","1982",48,
"DNK","SMOKERS","TOT","PC_POP15","A","1983",48.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1984",47,
"DNK","SMOKERS","TOT","PC_POP15","A","1985",46.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1986",49,
"DNK","SMOKERS","TOT","PC_POP15","A","1987",46,
"DNK","SMOKERS","TOT","PC_POP15","A","1988",44.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1989",44,
"DNK","SMOKERS","TOT","PC_POP15","A","1990",44.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1991",44,
"DNK","SMOKERS","TOT","PC_POP15","A","1992",42.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1993",42,
"DNK","SMOKERS","TOT","PC_POP15","A","1994",37,"B"
"DNK","SMOKERS","TOT","PC_POP15","A","1995",35.5,
"DNK","SMOKERS","TOT","PC_POP15","A","1996",34,
"DNK","SMOKERS","TOT","PC_POP15","A","1997",32,
"DNK","SMOKERS","TOT","PC_POP15","A","1998",31,
"DNK","SMOKERS","TOT","PC_POP15","A","1999",31,
"DNK","SMOKERS","TOT","PC_POP15","A","2000",30.5,
"DNK","SMOKERS","TOT","PC_POP15","A","2001",29.5,
"DNK","SMOKERS","TOT","PC_POP15","A","2002",28,
"DNK","SMOKERS","TOT","PC_POP15","A","2003",28,
"DNK","SMOKERS","TOT","PC_POP15","A","2004",26,
"DNK","SMOKERS","TOT","PC_POP15","A","2005",26,
"DNK","SMOKERS","TOT","PC_POP15","A","2006",25,
"DNK","SMOKERS","TOT","PC_POP15","A","2007",24,
"DNK","SMOKERS","TOT","PC_POP15","A","2008",23,
"DNK","SMOKERS","TOT","PC_POP15","A","2009",19,
"DNK","SMOKERS","TOT","PC_POP15","A","2010",20.9,"B"
"DNK","SMOKERS","TOT","PC_POP15","A","2013",17,
"DNK","SMOKERS","TOT","PC_POP15","A","2017",16.9,
"DNK","SMOKERS","TOT","PC_POP15","A","2021",13.9,
"FIN","SMOKERS","TOT","PC_POP15","A","1978",26.6,
"FIN","SMOKERS","TOT","PC_POP15","A","1979",27.2,
"FIN","SMOKERS","TOT","PC_POP15","A","1980",26.1,
"FIN","SMOKERS","TOT","PC_POP15","A","1981",27.2,
"FIN","SMOKERS","TOT","PC_POP15","A","1982",24.4,
"FIN","SMOKERS","TOT","PC_POP15","A","1983",24.9,
"FIN","SMOKERS","TOT","PC_POP15","A","1984",24.6,
"FIN","SMOKERS","TOT","PC_POP15","A","1985",22.8,
"FIN","SMOKERS","TOT","PC_POP15","A","1986",25.1,
"FIN","SMOKERS","TOT","PC_POP15","A","1987",26.7,
"FIN","SMOKERS","TOT","PC_POP15","A","1988",26.7,
"FIN","SMOKERS","TOT","PC_POP15","A","1989",25.9,
"FIN","SMOKERS","TOT","PC_POP15","A","1990",25.9,
"FIN","SMOKERS","TOT","PC_POP15","A","1991",27,
"FIN","SMOKERS","TOT","PC_POP15","A","1992",26,
"FIN","SMOKERS","TOT","PC_POP15","A","1993",23.9,
"FIN","SMOKERS","TOT","PC_POP15","A","1994",22.7,
"FIN","SMOKERS","TOT","PC_POP15","A","1995",24,
"FIN","SMOKERS","TOT","PC_POP15","A","1996",22.4,
"FIN","SMOKERS","TOT","PC_POP15","A","1997",24.1,
"FIN","SMOKERS","TOT","PC_POP15","A","1998",25.1,
"FIN","SMOKERS","TOT","PC_POP15","A","1999",23.2,
"FIN","SMOKERS","TOT","PC_POP15","A","2000",23.4,
"FIN","SMOKERS","TOT","PC_POP15","A","2001",23.8,
"FIN","SMOKERS","TOT","PC_POP15","A","2002",23.4,
"FIN","SMOKERS","TOT","PC_POP15","A","2003",22.2,
"FIN","SMOKERS","TOT","PC_POP15","A","2004",23,
"FIN","SMOKERS","TOT","PC_POP15","A","2005",21.8,
"FIN","SMOKERS","TOT","PC_POP15","A","2006",21.4,
"FIN","SMOKERS","TOT","PC_POP15","A","2007",20.6,
"FIN","SMOKERS","TOT","PC_POP15","A","2008",20.4,
"FIN","SMOKERS","TOT","PC_POP15","A","2009",18.6,
"FIN","SMOKERS","TOT","PC_POP15","A","2010",19,
"FIN","SMOKERS","TOT","PC_POP15","A","2011",17.8,
"FIN","SMOKERS","TOT","PC_POP15","A","2012",17,
"FIN","SMOKERS","TOT","PC_POP15","A","2013",15.8,
"FIN","SMOKERS","TOT","PC_POP15","A","2014",15.4,
"FIN","SMOKERS","TOT","PC_POP15","A","2015",17.4,"D"
"FIN","SMOKERS","TOT","PC_POP15","A","2016",15,"D"
"FIN","SMOKERS","TOT","PC_POP15","A","2017",13,"D"
"FIN","SMOKERS","TOT","PC_POP15","A","2018",14,"D"
"FIN","SMOKERS","TOT","PC_POP15","A","2019",13,"D"
"FIN","SMOKERS","TOT","PC_POP15","A","2020",12,"D"
"FRA","SMOKERS","TOT","PC_POP15","A","1960",32,
"FRA","SMOKERS","TOT","PC_POP15","A","1965",25,
"FRA","SMOKERS","TOT","PC_POP15","A","1967",26,
"FRA","SMOKERS","TOT","PC_POP15","A","1988",27,"B"
"FRA","SMOKERS","TOT","PC_POP15","A","1989",28,
"FRA","SMOKERS","TOT","PC_POP15","A","1990",31,
"FRA","SMOKERS","TOT","PC_POP15","A","1991",31,
"FRA","SMOKERS","TOT","PC_POP15","A","1992",29,
"FRA","SMOKERS","TOT","PC_POP15","A","1993",29,
"FRA","SMOKERS","TOT","PC_POP15","A","1994",28,
"FRA","SMOKERS","TOT","PC_POP15","A","1995",29,
"FRA","SMOKERS","TOT","PC_POP15","A","1996",24,
"FRA","SMOKERS","TOT","PC_POP15","A","1997",28,
"FRA","SMOKERS","TOT","PC_POP15","A","1998",28,
"FRA","SMOKERS","TOT","PC_POP15","A","1999",28,
"FRA","SMOKERS","TOT","PC_POP15","A","2000",30,"B"
"FRA","SMOKERS","TOT","PC_POP15","A","2005",27.5,"B"
"FRA","SMOKERS","TOT","PC_POP15","A","2010",29.7,
"FRA","SMOKERS","TOT","PC_POP15","A","2014",28.5,
"FRA","SMOKERS","TOT","PC_POP15","A","2015",29.4,
"FRA","SMOKERS","TOT","PC_POP15","A","2016",29.4,
"FRA","SMOKERS","TOT","PC_POP15","A","2017",26.9,
"FRA","SMOKERS","TOT","PC_POP15","A","2018",25.4,
"FRA","SMOKERS","TOT","PC_POP15","A","2019",24,
"FRA","SMOKERS","TOT","PC_POP15","A","2020",25.5,
"FRA","SMOKERS","TOT","PC_POP15","A","2021",25.3,
"DEU","SMOKERS","TOT","PC_POP15","A","1978",28.5,
"DEU","SMOKERS","TOT","PC_POP15","A","1989",25.1,
"DEU","SMOKERS","TOT","PC_POP15","A","1992",24.8,"B"
"DEU","SMOKERS","TOT","PC_POP15","A","1995",24.3,
"DEU","SMOKERS","TOT","PC_POP15","A","1999",24.7,
"DEU","SMOKERS","TOT","PC_POP15","A","2003",24.3,
"DEU","SMOKERS","TOT","PC_POP15","A","2005",23.2,
"DEU","SMOKERS","TOT","PC_POP15","A","2009",21.9,
"DEU","SMOKERS","TOT","PC_POP15","A","2013",20.9,
"DEU","SMOKERS","TOT","PC_POP15","A","2017",18.8,
"DEU","SMOKERS","TOT","PC_POP15","A","2021",14.6,
"GRC","SMOKERS","TOT","PC_POP15","A","1998",37.6,
"GRC","SMOKERS","TOT","PC_POP15","A","2000",35,
"GRC","SMOKERS","TOT","PC_POP15","A","2004",38.6,
"GRC","SMOKERS","TOT","PC_POP15","A","2006",40,
"GRC","SMOKERS","TOT","PC_POP15","A","2008",39.7,
"GRC","SMOKERS","TOT","PC_POP15","A","2009",31.9,
"GRC","SMOKERS","TOT","PC_POP15","A","2014",27.3,
"GRC","SMOKERS","TOT","PC_POP15","A","2019",24.9,
"HUN","SMOKERS","TOT","PC_POP15","A","1994",35.5,
"HUN","SMOKERS","TOT","PC_POP15","A","2000",30.2,
"HUN","SMOKERS","TOT","PC_POP15","A","2003",30.4,
"HUN","SMOKERS","TOT","PC_POP15","A","2009",26.5,
"HUN","SMOKERS","TOT","PC_POP15","A","2014",25.8,
"HUN","SMOKERS","TOT","PC_POP15","A","2019",24.9,
"ISL","SMOKERS","TOT","PC_POP15","A","1987",33,
"ISL","SMOKERS","TOT","PC_POP15","A","1988",32.5,
"ISL","SMOKERS","TOT","PC_POP15","A","1989",31.9,
"ISL","SMOKERS","TOT","PC_POP15","A","1990",30.2,
"ISL","SMOKERS","TOT","PC_POP15","A","1991",29.8,
"ISL","SMOKERS","TOT","PC_POP15","A","1992",28.3,
"ISL","SMOKERS","TOT","PC_POP15","A","1993",26.2,
"ISL","SMOKERS","TOT","PC_POP15","A","1994",26.4,
"ISL","SMOKERS","TOT","PC_POP15","A","1995",26.5,
"ISL","SMOKERS","TOT","PC_POP15","A","1996",27.4,
"ISL","SMOKERS","TOT","PC_POP15","A","1997",26.8,
"ISL","SMOKERS","TOT","PC_POP15","A","1998",24.6,
"ISL","SMOKERS","TOT","PC_POP15","A","1999",25,
"ISL","SMOKERS","TOT","PC_POP15","A","2000",22.4,
"ISL","SMOKERS","TOT","PC_POP15","A","2001",22.9,
"ISL","SMOKERS","TOT","PC_POP15","A","2002",21.1,
"ISL","SMOKERS","TOT","PC_POP15","A","2003",21.9,
"ISL","SMOKERS","TOT","PC_POP15","A","2004",19.8,
"ISL","SMOKERS","TOT","PC_POP15","A","2005",19.2,
"ISL","SMOKERS","TOT","PC_POP15","A","2006",18.8,
"ISL","SMOKERS","TOT","PC_POP15","A","2007",19,
"ISL","SMOKERS","TOT","PC_POP15","A","2008",17.6,
"ISL","SMOKERS","TOT","PC_POP15","A","2009",15.4,
"ISL","SMOKERS","TOT","PC_POP15","A","2010",14.2,
"ISL","SMOKERS","TOT","PC_POP15","A","2011",14.3,
"ISL","SMOKERS","TOT","PC_POP15","A","2012",13.8,
"ISL","SMOKERS","TOT","PC_POP15","A","2013",11.4,
"ISL","SMOKERS","TOT","PC_POP15","A","2014",12.6,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2015",10.9,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2016",10.2,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2017",9.4,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2018",8.6,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2019",8.2,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2020",7.3,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2021",7.2,"D"
"ISL","SMOKERS","TOT","PC_POP15","A","2022",6.2,"D"
"IRL","SMOKERS","TOT","PC_POP15","A","1973",45.6,
"IRL","SMOKERS","TOT","PC_POP15","A","1985",34.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1986",31.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1987",30.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1988",28.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1989",29.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1990",30,
"IRL","SMOKERS","TOT","PC_POP15","A","1991",28.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1992",30,
"IRL","SMOKERS","TOT","PC_POP15","A","1993",28.5,
"IRL","SMOKERS","TOT","PC_POP15","A","1994",28,
"IRL","SMOKERS","TOT","PC_POP15","A","1998",33,"B"
"IRL","SMOKERS","TOT","PC_POP15","A","2002",27,
"IRL","SMOKERS","TOT","PC_POP15","A","2007",24,
"IRL","SMOKERS","TOT","PC_POP15","A","2015",19,"B"
"IRL","SMOKERS","TOT","PC_POP15","A","2016",19,
"IRL","SMOKERS","TOT","PC_POP15","A","2017",18,
"IRL","SMOKERS","TOT","PC_POP15","A","2018",17,
"IRL","SMOKERS","TOT","PC_POP15","A","2019",14,
"IRL","SMOKERS","TOT","PC_POP15","A","2021",16,
"IRL","SMOKERS","TOT","PC_POP15","A","2022",14,
"ITA","SMOKERS","TOT","PC_POP15","A","1980",35.5,
"ITA","SMOKERS","TOT","PC_POP15","A","1983",31.7,
"ITA","SMOKERS","TOT","PC_POP15","A","1986",29.1,
"ITA","SMOKERS","TOT","PC_POP15","A","1990",27.8,
"ITA","SMOKERS","TOT","PC_POP15","A","1993",25.7,
"ITA","SMOKERS","TOT","PC_POP15","A","1994",25.4,
"ITA","SMOKERS","TOT","PC_POP15","A","1995",25.6,
"ITA","SMOKERS","TOT","PC_POP15","A","1996",26.4,
"ITA","SMOKERS","TOT","PC_POP15","A","1997",25.2,
"ITA","SMOKERS","TOT","PC_POP15","A","1998",24.7,
"ITA","SMOKERS","TOT","PC_POP15","A","1999",24.7,
"ITA","SMOKERS","TOT","PC_POP15","A","2000",24.4,
"ITA","SMOKERS","TOT","PC_POP15","A","2001",24.1,
"ITA","SMOKERS","TOT","PC_POP15","A","2002",24,
"ITA","SMOKERS","TOT","PC_POP15","A","2003",24.2,
"ITA","SMOKERS","TOT","PC_POP15","A","2005",22.3,
"ITA","SMOKERS","TOT","PC_POP15","A","2006",23,
"ITA","SMOKERS","TOT","PC_POP15","A","2007",22.4,
"ITA","SMOKERS","TOT","PC_POP15","A","2008",22.4,
"ITA","SMOKERS","TOT","PC_POP15","A","2009",23.3,
"ITA","SMOKERS","TOT","PC_POP15","A","2010",23.1,
"ITA","SMOKERS","TOT","PC_POP15","A","2011",22.5,
"ITA","SMOKERS","TOT","PC_POP15","A","2012",22.1,
"ITA","SMOKERS","TOT","PC_POP15","A","2013",21.1,
"ITA","SMOKERS","TOT","PC_POP15","A","2014",19.7,
"ITA","SMOKERS","TOT","PC_POP15","A","2015",19.8,
"ITA","SMOKERS","TOT","PC_POP15","A","2016",20,
"ITA","SMOKERS","TOT","PC_POP15","A","2017",19.9,
"ITA","SMOKERS","TOT","PC_POP15","A","2018",19.2,
"ITA","SMOKERS","TOT","PC_POP15","A","2019",18.6,
"ITA","SMOKERS","TOT","PC_POP15","A","2020",18.8,
"ITA","SMOKERS","TOT","PC_POP15","A","2021",19.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1965",49,
"JPN","SMOKERS","TOT","PC_POP15","A","1966",50.9,
"JPN","SMOKERS","TOT","PC_POP15","A","1967",50,
"JPN","SMOKERS","TOT","PC_POP15","A","1968",47,
"JPN","SMOKERS","TOT","PC_POP15","A","1969",47.3,
"JPN","SMOKERS","TOT","PC_POP15","A","1970",46.6,
"JPN","SMOKERS","TOT","PC_POP15","A","1971",46.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1972",46.6,
"JPN","SMOKERS","TOT","PC_POP15","A","1973",46.7,
"JPN","SMOKERS","TOT","PC_POP15","A","1974",47.8,
"JPN","SMOKERS","TOT","PC_POP15","A","1975",45.7,
"JPN","SMOKERS","TOT","PC_POP15","A","1976",45.3,
"JPN","SMOKERS","TOT","PC_POP15","A","1977",45.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1978",45.5,
"JPN","SMOKERS","TOT","PC_POP15","A","1979",44.3,
"JPN","SMOKERS","TOT","PC_POP15","A","1980",42.3,
"JPN","SMOKERS","TOT","PC_POP15","A","1981",43.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1982",42.8,
"JPN","SMOKERS","TOT","PC_POP15","A","1983",39.8,
"JPN","SMOKERS","TOT","PC_POP15","A","1984",39.8,
"JPN","SMOKERS","TOT","PC_POP15","A","1985",39.2,
"JPN","SMOKERS","TOT","PC_POP15","A","1986",37.6,
"JPN","SMOKERS","TOT","PC_POP15","A","1987",37.5,
"JPN","SMOKERS","TOT","PC_POP15","A","1988",37.2,
"JPN","SMOKERS","TOT","PC_POP15","A","1989",28.7,
"JPN","SMOKERS","TOT","PC_POP15","A","1990",28.5,
"JPN","SMOKERS","TOT","PC_POP15","A","1991",27.8,
"JPN","SMOKERS","TOT","PC_POP15","A","1992",27.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1993",24.7,
"JPN","SMOKERS","TOT","PC_POP15","A","1994",24.5,
"JPN","SMOKERS","TOT","PC_POP15","A","1995",28.2,
"JPN","SMOKERS","TOT","PC_POP15","A","1996",27.1,
"JPN","SMOKERS","TOT","PC_POP15","A","1997",28.7,
"JPN","SMOKERS","TOT","PC_POP15","A","1998",27.6,
"JPN","SMOKERS","TOT","PC_POP15","A","1999",26.2,
"JPN","SMOKERS","TOT","PC_POP15","A","2000",27,
"JPN","SMOKERS","TOT","PC_POP15","A","2001",24.4,
"JPN","SMOKERS","TOT","PC_POP15","A","2002",24,
"JPN","SMOKERS","TOT","PC_POP15","A","2003",27.7,
"JPN","SMOKERS","TOT","PC_POP15","A","2004",26.4,
"JPN","SMOKERS","TOT","PC_POP15","A","2005",24.2,
"JPN","SMOKERS","TOT","PC_POP15","A","2006",23.8,
"JPN","SMOKERS","TOT","PC_POP15","A","2007",24.1,
"JPN","SMOKERS","TOT","PC_POP15","A","2008",21.8,
"JPN","SMOKERS","TOT","PC_POP15","A","2009",23.4,
"JPN","SMOKERS","TOT","PC_POP15","A","2010",19.5,
"JPN","SMOKERS","TOT","PC_POP15","A","2011",20.1,
"JPN","SMOKERS","TOT","PC_POP15","A","2012",20.7,
"JPN","SMOKERS","TOT","PC_POP15","A","2013",19.3,
"JPN","SMOKERS","TOT","PC_POP15","A","2014",19.6,
"JPN","SMOKERS","TOT","PC_POP15","A","2015",18.2,
"JPN","SMOKERS","TOT","PC_POP15","A","2016",18.3,
"JPN","SMOKERS","TOT","PC_POP15","A","2017",17.7,
"JPN","SMOKERS","TOT","PC_POP15","A","2018",17.8,
"JPN","SMOKERS","TOT","PC_POP15","A","2019",16.7,
"KOR","SMOKERS","TOT","PC_POP15","A","1989",34.6,
"KOR","SMOKERS","TOT","PC_POP15","A","1992",34.7,
"KOR","SMOKERS","TOT","PC_POP15","A","1995",35.2,
"KOR","SMOKERS","TOT","PC_POP15","A","1998",30.7,
"KOR","SMOKERS","TOT","PC_POP15","A","2001",26.1,
"KOR","SMOKERS","TOT","PC_POP15","A","2005",25.9,
"KOR","SMOKERS","TOT","PC_POP15","A","2007",24,
"KOR","SMOKERS","TOT","PC_POP15","A","2008",26.3,
"KOR","SMOKERS","TOT","PC_POP15","A","2009",25.6,
"KOR","SMOKERS","TOT","PC_POP15","A","2010",22.9,
"KOR","SMOKERS","TOT","PC_POP15","A","2011",23.2,
"KOR","SMOKERS","TOT","PC_POP15","A","2012",21.6,
"KOR","SMOKERS","TOT","PC_POP15","A","2013",19.9,
"KOR","SMOKERS","TOT","PC_POP15","A","2014",20,
"KOR","SMOKERS","TOT","PC_POP15","A","2015",17.3,
"KOR","SMOKERS","TOT","PC_POP15","A","2016",18.4,
"KOR","SMOKERS","TOT","PC_POP15","A","2017",17.5,
"KOR","SMOKERS","TOT","PC_POP15","A","2018",17.5,
"KOR","SMOKERS","TOT","PC_POP15","A","2019",16.4,
"KOR","SMOKERS","TOT","PC_POP15","A","2020",15.9,
"KOR","SMOKERS","TOT","PC_POP15","A","2021",15.4,
"LUX","SMOKERS","TOT","PC_POP15","A","2001",26,
"LUX","SMOKERS","TOT","PC_POP15","A","2002",26,
"LUX","SMOKERS","TOT","PC_POP15","A","2003",28,
"LUX","SMOKERS","TOT","PC_POP15","A","2004",27,
"LUX","SMOKERS","TOT","PC_POP15","A","2005",23,
"LUX","SMOKERS","TOT","PC_POP15","A","2006",21,
"LUX","SMOKERS","TOT","PC_POP15","A","2007",21,
"LUX","SMOKERS","TOT","PC_POP15","A","2008",20,
"LUX","SMOKERS","TOT","PC_POP15","A","2009",19,
"LUX","SMOKERS","TOT","PC_POP15","A","2010",18.3,
"LUX","SMOKERS","TOT","PC_POP15","A","2011",16.9,
"LUX","SMOKERS","TOT","PC_POP15","A","2012",16.8,
"LUX","SMOKERS","TOT","PC_POP15","A","2013",15.7,
"LUX","SMOKERS","TOT","PC_POP15","A","2014",15.3,
"LUX","SMOKERS","TOT","PC_POP15","A","2015",15,
"LUX","SMOKERS","TOT","PC_POP15","A","2016",14.9,
"LUX","SMOKERS","TOT","PC_POP15","A","2017",16,
"LUX","SMOKERS","TOT","PC_POP15","A","2018",14.5,
"LUX","SMOKERS","TOT","PC_POP15","A","2019",16.8,
"LUX","SMOKERS","TOT","PC_POP15","A","2020",16.9,
"LUX","SMOKERS","TOT","PC_POP15","A","2021",19.2,
"LUX","SMOKERS","TOT","PC_POP15","A","2022",20.3,
"MEX","SMOKERS","TOT","PC_POP15","A","2000",12.4,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2002",14.6,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2006",13,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2008",10.8,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2009",7.6,
"MEX","SMOKERS","TOT","PC_POP15","A","2011",10.3,"D"
