"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","HOSPITALBED","TOT","1000HAB","A","2008",6.25,
"BEL","HOSPITALBED","TOT","1000HAB","A","2009",6.15,
"BEL","HOSPITALBED","TOT","1000HAB","A","2010",6.12,
"BEL","HOSPITALBED","TOT","1000HAB","A","2011",6.05,
"BEL","HOSPITALBED","TOT","1000HAB","A","2012",5.99,
"BEL","HOSPITALBED","TOT","1000HAB","A","2013",5.93,
"BEL","HOSPITALBED","TOT","1000HAB","A","2014",5.85,
"BEL","HOSPITALBED","TOT","1000HAB","A","2015",5.83,
"BEL","HOSPITALBED","TOT","1000HAB","A","2016",5.76,
"BEL","HOSPITALBED","TOT","1000HAB","A","2017",5.66,
"BEL","HOSPITALBED","TOT","1000HAB","A","2018",5.62,
"BEL","HOSPITALBED","TOT","1000HAB","A","2019",5.57,
"BEL","HOSPITALBED","TOT","1000HAB","A","2020",5.53,"D"
"BEL","HOSPITALBED","TOT","1000HAB","A","2021",5.49,"D"
"BEL","HOSPITALBED","TOT","1000HAB","A","2022",5.47,"D"
"CAN","HOSPITALBED","TOT","1000HAB","A","1991",5.76,
"CAN","HOSPITALBED","TOT","1000HAB","A","1992",5.51,
"CAN","HOSPITALBED","TOT","1000HAB","A","1993",5.41,
"CAN","HOSPITALBED","TOT","1000HAB","A","1995",4.7,"B"
"CAN","HOSPITALBED","TOT","1000HAB","A","1996",4.57,
"CAN","HOSPITALBED","TOT","1000HAB","A","1997",4.55,
"CAN","HOSPITALBED","TOT","1000HAB","A","1998",4.38,
"CAN","HOSPITALBED","TOT","1000HAB","A","1999",3.92,
"CAN","HOSPITALBED","TOT","1000HAB","A","2000",3.77,
"CAN","HOSPITALBED","TOT","1000HAB","A","2001",3.69,
"CAN","HOSPITALBED","TOT","1000HAB","A","2002",3.64,
"CAN","HOSPITALBED","TOT","1000HAB","A","2003",3.5,
"CAN","HOSPITALBED","TOT","1000HAB","A","2004",3.44,
"CAN","HOSPITALBED","TOT","1000HAB","A","2005",3.1,"B"
"CAN","HOSPITALBED","TOT","1000HAB","A","2006",3.02,"B"
"CAN","HOSPITALBED","TOT","1000HAB","A","2007",2.96,
"CAN","HOSPITALBED","TOT","1000HAB","A","2008",2.85,
"CAN","HOSPITALBED","TOT","1000HAB","A","2009",2.8,
"CAN","HOSPITALBED","TOT","1000HAB","A","2010",2.78,
"CAN","HOSPITALBED","TOT","1000HAB","A","2011",2.8,
"CAN","HOSPITALBED","TOT","1000HAB","A","2012",2.79,
"CAN","HOSPITALBED","TOT","1000HAB","A","2013",2.72,
"CAN","HOSPITALBED","TOT","1000HAB","A","2014",2.67,
"CAN","HOSPITALBED","TOT","1000HAB","A","2015",2.62,
"CAN","HOSPITALBED","TOT","1000HAB","A","2016",2.6,
"CAN","HOSPITALBED","TOT","1000HAB","A","2017",2.53,
"CAN","HOSPITALBED","TOT","1000HAB","A","2018",2.55,
"CAN","HOSPITALBED","TOT","1000HAB","A","2019",2.52,
"CAN","HOSPITALBED","TOT","1000HAB","A","2020",2.55,
"CAN","HOSPITALBED","TOT","1000HAB","A","2021",2.58,
"CZE","HOSPITALBED","TOT","1000HAB","A","1995",8.5,
"CZE","HOSPITALBED","TOT","1000HAB","A","1996",8.26,
"CZE","HOSPITALBED","TOT","1000HAB","A","1997",8.04,
"CZE","HOSPITALBED","TOT","1000HAB","A","1998",7.93,
"CZE","HOSPITALBED","TOT","1000HAB","A","1999",7.74,
"CZE","HOSPITALBED","TOT","1000HAB","A","2000",7.8,"B"
"CZE","HOSPITALBED","TOT","1000HAB","A","2001",7.77,
"CZE","HOSPITALBED","TOT","1000HAB","A","2002",7.76,
"CZE","HOSPITALBED","TOT","1000HAB","A","2003",7.73,
"CZE","HOSPITALBED","TOT","1000HAB","A","2004",7.65,
"CZE","HOSPITALBED","TOT","1000HAB","A","2005",7.57,
"CZE","HOSPITALBED","TOT","1000HAB","A","2006",7.45,
"CZE","HOSPITALBED","TOT","1000HAB","A","2007",7.33,
"CZE","HOSPITALBED","TOT","1000HAB","A","2008",7.21,
"CZE","HOSPITALBED","TOT","1000HAB","A","2009",7.14,
"CZE","HOSPITALBED","TOT","1000HAB","A","2010",7.34,"B"
"CZE","HOSPITALBED","TOT","1000HAB","A","2011",7.11,
"CZE","HOSPITALBED","TOT","1000HAB","A","2012",6.97,
"CZE","HOSPITALBED","TOT","1000HAB","A","2013",6.75,
"CZE","HOSPITALBED","TOT","1000HAB","A","2014",6.72,
"CZE","HOSPITALBED","TOT","1000HAB","A","2015",6.71,
"CZE","HOSPITALBED","TOT","1000HAB","A","2016",6.71,
"CZE","HOSPITALBED","TOT","1000HAB","A","2017",6.67,
"CZE","HOSPITALBED","TOT","1000HAB","A","2018",6.66,
"CZE","HOSPITALBED","TOT","1000HAB","A","2019",6.63,
"CZE","HOSPITALBED","TOT","1000HAB","A","2020",6.54,
"CZE","HOSPITALBED","TOT","1000HAB","A","2021",6.66,
"DNK","HOSPITALBED","TOT","1000HAB","A","1997",4.64,
"DNK","HOSPITALBED","TOT","1000HAB","A","1998",4.54,
"DNK","HOSPITALBED","TOT","1000HAB","A","1999",4.39,
"DNK","HOSPITALBED","TOT","1000HAB","A","2000",4.29,
"DNK","HOSPITALBED","TOT","1000HAB","A","2001",4.22,
"DNK","HOSPITALBED","TOT","1000HAB","A","2002",4.29,
"DNK","HOSPITALBED","TOT","1000HAB","A","2003",4.13,
"DNK","HOSPITALBED","TOT","1000HAB","A","2004",3.97,
"DNK","HOSPITALBED","TOT","1000HAB","A","2005",3.86,
"DNK","HOSPITALBED","TOT","1000HAB","A","2006",3.79,
"DNK","HOSPITALBED","TOT","1000HAB","A","2007",3.69,
"DNK","HOSPITALBED","TOT","1000HAB","A","2008",3.57,
"DNK","HOSPITALBED","TOT","1000HAB","A","2009",3.49,
"DNK","HOSPITALBED","TOT","1000HAB","A","2010",3.5,
"DNK","HOSPITALBED","TOT","1000HAB","A","2011",3.13,"B"
"DNK","HOSPITALBED","TOT","1000HAB","A","2013",3.07,
"DNK","HOSPITALBED","TOT","1000HAB","A","2016",2.6,
"DNK","HOSPITALBED","TOT","1000HAB","A","2017",2.61,
"DNK","HOSPITALBED","TOT","1000HAB","A","2018",2.61,
"DNK","HOSPITALBED","TOT","1000HAB","A","2019",2.59,
"DNK","HOSPITALBED","TOT","1000HAB","A","2020",2.59,
"DNK","HOSPITALBED","TOT","1000HAB","A","2021",2.51,
"FIN","HOSPITALBED","TOT","1000HAB","A","1993",8.25,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1994",8.19,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1995",8.12,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1996",8.12,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1997",7.9,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1998",7.77,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","1999",7.61,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2000",7.54,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2001",7.46,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2002",7.35,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2003",7.24,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2004",7.1,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2005",7.05,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2006",6.99,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2007",6.73,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2008",6.57,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2009",6.25,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2010",5.86,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2011",5.53,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2012",5.29,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2013",4.86,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2014",4.53,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2015",4.28,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2016",3.97,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2017",3.75,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2018",3.61,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2019",3.35,
"FIN","HOSPITALBED","TOT","1000HAB","A","2020",2.75,"E"
"FIN","HOSPITALBED","TOT","1000HAB","A","2021",2.76,"E"
"FRA","HOSPITALBED","TOT","1000HAB","A","1997",8.49,
"FRA","HOSPITALBED","TOT","1000HAB","A","1998",8.34,
"FRA","HOSPITALBED","TOT","1000HAB","A","1999",8.2,
"FRA","HOSPITALBED","TOT","1000HAB","A","2000",7.97,
"FRA","HOSPITALBED","TOT","1000HAB","A","2001",7.83,
"FRA","HOSPITALBED","TOT","1000HAB","A","2002",7.71,
"FRA","HOSPITALBED","TOT","1000HAB","A","2003",7.55,
"FRA","HOSPITALBED","TOT","1000HAB","A","2004",7.39,
"FRA","HOSPITALBED","TOT","1000HAB","A","2005",7.22,
"FRA","HOSPITALBED","TOT","1000HAB","A","2006",7.11,
"FRA","HOSPITALBED","TOT","1000HAB","A","2007",7.06,
"FRA","HOSPITALBED","TOT","1000HAB","A","2008",6.9,
"FRA","HOSPITALBED","TOT","1000HAB","A","2009",6.66,
"FRA","HOSPITALBED","TOT","1000HAB","A","2010",6.43,
"FRA","HOSPITALBED","TOT","1000HAB","A","2011",6.36,
"FRA","HOSPITALBED","TOT","1000HAB","A","2012",6.34,
"FRA","HOSPITALBED","TOT","1000HAB","A","2013",6.28,"B"
"FRA","HOSPITALBED","TOT","1000HAB","A","2014",6.19,
"FRA","HOSPITALBED","TOT","1000HAB","A","2015",6.13,
"FRA","HOSPITALBED","TOT","1000HAB","A","2016",6.05,
"FRA","HOSPITALBED","TOT","1000HAB","A","2017",5.97,
"FRA","HOSPITALBED","TOT","1000HAB","A","2018",5.89,
"FRA","HOSPITALBED","TOT","1000HAB","A","2019",5.81,
"FRA","HOSPITALBED","TOT","1000HAB","A","2020",5.72,
"FRA","HOSPITALBED","TOT","1000HAB","A","2021",5.65,
"DEU","HOSPITALBED","TOT","1000HAB","A","1991",10.12,
"DEU","HOSPITALBED","TOT","1000HAB","A","1992",9.88,
"DEU","HOSPITALBED","TOT","1000HAB","A","1993",9.66,
"DEU","HOSPITALBED","TOT","1000HAB","A","1994",9.71,
"DEU","HOSPITALBED","TOT","1000HAB","A","1995",9.68,
"DEU","HOSPITALBED","TOT","1000HAB","A","1996",9.57,
"DEU","HOSPITALBED","TOT","1000HAB","A","1997",9.38,
"DEU","HOSPITALBED","TOT","1000HAB","A","1998",9.29,
"DEU","HOSPITALBED","TOT","1000HAB","A","1999",9.19,
"DEU","HOSPITALBED","TOT","1000HAB","A","2000",9.12,
"DEU","HOSPITALBED","TOT","1000HAB","A","2001",9.01,
"DEU","HOSPITALBED","TOT","1000HAB","A","2002",8.87,
"DEU","HOSPITALBED","TOT","1000HAB","A","2003",8.74,
"DEU","HOSPITALBED","TOT","1000HAB","A","2004",8.58,
"DEU","HOSPITALBED","TOT","1000HAB","A","2005",8.47,
"DEU","HOSPITALBED","TOT","1000HAB","A","2006",8.3,
"DEU","HOSPITALBED","TOT","1000HAB","A","2007",8.24,
"DEU","HOSPITALBED","TOT","1000HAB","A","2008",8.21,
"DEU","HOSPITALBED","TOT","1000HAB","A","2009",8.24,
"DEU","HOSPITALBED","TOT","1000HAB","A","2010",8.25,
"DEU","HOSPITALBED","TOT","1000HAB","A","2011",8.38,
"DEU","HOSPITALBED","TOT","1000HAB","A","2012",8.34,
"DEU","HOSPITALBED","TOT","1000HAB","A","2013",8.28,
"DEU","HOSPITALBED","TOT","1000HAB","A","2014",8.23,
"DEU","HOSPITALBED","TOT","1000HAB","A","2015",8.13,
"DEU","HOSPITALBED","TOT","1000HAB","A","2016",8.06,
"DEU","HOSPITALBED","TOT","1000HAB","A","2017",8,
"DEU","HOSPITALBED","TOT","1000HAB","A","2018",7.98,
"DEU","HOSPITALBED","TOT","1000HAB","A","2019",7.91,
"DEU","HOSPITALBED","TOT","1000HAB","A","2020",7.82,
"DEU","HOSPITALBED","TOT","1000HAB","A","2021",7.76,
"GRC","HOSPITALBED","TOT","1000HAB","A","1991",4.97,
"GRC","HOSPITALBED","TOT","1000HAB","A","1992",4.94,
"GRC","HOSPITALBED","TOT","1000HAB","A","1993",4.98,
"GRC","HOSPITALBED","TOT","1000HAB","A","1994",4.93,
"GRC","HOSPITALBED","TOT","1000HAB","A","1995",4.94,
"GRC","HOSPITALBED","TOT","1000HAB","A","1996",4.96,
"GRC","HOSPITALBED","TOT","1000HAB","A","1997",4.92,
"GRC","HOSPITALBED","TOT","1000HAB","A","1998",4.9,
"GRC","HOSPITALBED","TOT","1000HAB","A","1999",4.78,
"GRC","HOSPITALBED","TOT","1000HAB","A","2000",4.77,
"GRC","HOSPITALBED","TOT","1000HAB","A","2001",4.81,
"GRC","HOSPITALBED","TOT","1000HAB","A","2002",4.75,
"GRC","HOSPITALBED","TOT","1000HAB","A","2003",4.74,
"GRC","HOSPITALBED","TOT","1000HAB","A","2004",4.73,
"GRC","HOSPITALBED","TOT","1000HAB","A","2005",4.78,
"GRC","HOSPITALBED","TOT","1000HAB","A","2006",4.87,
"GRC","HOSPITALBED","TOT","1000HAB","A","2007",4.88,
"GRC","HOSPITALBED","TOT","1000HAB","A","2008",4.84,
"GRC","HOSPITALBED","TOT","1000HAB","A","2009",4.93,
"GRC","HOSPITALBED","TOT","1000HAB","A","2010",4.48,"B"
"GRC","HOSPITALBED","TOT","1000HAB","A","2011",4.47,
"GRC","HOSPITALBED","TOT","1000HAB","A","2012",4.45,
"GRC","HOSPITALBED","TOT","1000HAB","A","2013",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2014",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2015",4.25,
"GRC","HOSPITALBED","TOT","1000HAB","A","2016",4.2,
"GRC","HOSPITALBED","TOT","1000HAB","A","2017",4.21,
"GRC","HOSPITALBED","TOT","1000HAB","A","2018",4.2,
"GRC","HOSPITALBED","TOT","1000HAB","A","2019",4.18,
"GRC","HOSPITALBED","TOT","1000HAB","A","2020",4.23,
"GRC","HOSPITALBED","TOT","1000HAB","A","2021",4.27,
"HUN","HOSPITALBED","TOT","1000HAB","A","2000",8.16,
"HUN","HOSPITALBED","TOT","1000HAB","A","2001",7.92,
"HUN","HOSPITALBED","TOT","1000HAB","A","2002",7.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2003",7.9,
"HUN","HOSPITALBED","TOT","1000HAB","A","2004",7.89,
"HUN","HOSPITALBED","TOT","1000HAB","A","2005",7.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2006",7.98,
"HUN","HOSPITALBED","TOT","1000HAB","A","2007",7.19,"B"
"HUN","HOSPITALBED","TOT","1000HAB","A","2008",7.11,
"HUN","HOSPITALBED","TOT","1000HAB","A","2009",7.14,
"HUN","HOSPITALBED","TOT","1000HAB","A","2010",7.18,
"HUN","HOSPITALBED","TOT","1000HAB","A","2011",7.19,
"HUN","HOSPITALBED","TOT","1000HAB","A","2012",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2013",7.04,
"HUN","HOSPITALBED","TOT","1000HAB","A","2014",6.98,
"HUN","HOSPITALBED","TOT","1000HAB","A","2015",6.99,
"HUN","HOSPITALBED","TOT","1000HAB","A","2016",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2017",7.02,
"HUN","HOSPITALBED","TOT","1000HAB","A","2018",6.95,"B"
"HUN","HOSPITALBED","TOT","1000HAB","A","2019",6.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2020",6.76,
"HUN","HOSPITALBED","TOT","1000HAB","A","2021",6.79,
"ISL","HOSPITALBED","TOT","1000HAB","A","2007",4.12,
"ISL","HOSPITALBED","TOT","1000HAB","A","2008",3.91,
"ISL","HOSPITALBED","TOT","1000HAB","A","2009",3.7,
"ISL","HOSPITALBED","TOT","1000HAB","A","2010",3.58,
"ISL","HOSPITALBED","TOT","1000HAB","A","2011",3.29,
"ISL","HOSPITALBED","TOT","1000HAB","A","2012",3.25,
"ISL","HOSPITALBED","TOT","1000HAB","A","2013",3.22,
"ISL","HOSPITALBED","TOT","1000HAB","A","2014",3.16,
"ISL","HOSPITALBED","TOT","1000HAB","A","2015",3.12,
"ISL","HOSPITALBED","TOT","1000HAB","A","2016",3.13,
"ISL","HOSPITALBED","TOT","1000HAB","A","2017",3.06,
"ISL","HOSPITALBED","TOT","1000HAB","A","2018",2.87,
"ISL","HOSPITALBED","TOT","1000HAB","A","2019",2.8,
"ISL","HOSPITALBED","TOT","1000HAB","A","2020",2.84,
"IRL","HOSPITALBED","TOT","1000HAB","A","2009",2.83,
"IRL","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"IRL","HOSPITALBED","TOT","1000HAB","A","2011",2.62,
"IRL","HOSPITALBED","TOT","1000HAB","A","2012",2.54,
"IRL","HOSPITALBED","TOT","1000HAB","A","2013",2.56,
"IRL","HOSPITALBED","TOT","1000HAB","A","2014",2.57,
"IRL","HOSPITALBED","TOT","1000HAB","A","2015",2.92,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2016",2.95,
"IRL","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2018",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2019",2.88,
"IRL","HOSPITALBED","TOT","1000HAB","A","2020",2.89,
"IRL","HOSPITALBED","TOT","1000HAB","A","2021",2.89,
"ITA","HOSPITALBED","TOT","1000HAB","A","2000",4.71,
"ITA","HOSPITALBED","TOT","1000HAB","A","2001",4.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","2002",4.44,
"ITA","HOSPITALBED","TOT","1000HAB","A","2003",4.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2004",4.02,
"ITA","HOSPITALBED","TOT","1000HAB","A","2005",4.04,
"ITA","HOSPITALBED","TOT","1000HAB","A","2006",3.99,
"ITA","HOSPITALBED","TOT","1000HAB","A","2007",3.91,
"ITA","HOSPITALBED","TOT","1000HAB","A","2008",3.79,
"ITA","HOSPITALBED","TOT","1000HAB","A","2009",3.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","2010",3.64,
"ITA","HOSPITALBED","TOT","1000HAB","A","2011",3.52,
"ITA","HOSPITALBED","TOT","1000HAB","A","2012",3.42,
"ITA","HOSPITALBED","TOT","1000HAB","A","2013",3.31,
"ITA","HOSPITALBED","TOT","1000HAB","A","2014",3.21,
"ITA","HOSPITALBED","TOT","1000HAB","A","2015",3.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","2016",3.17,
"ITA","HOSPITALBED","TOT","1000HAB","A","2017",3.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2018",3.14,
"ITA","HOSPITALBED","TOT","1000HAB","A","2019",3.16,
"ITA","HOSPITALBED","TOT","1000HAB","A","2020",3.19,
"ITA","HOSPITALBED","TOT","1000HAB","A","2021",3.12,
"JPN","HOSPITALBED","TOT","1000HAB","A","1993",15.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","1994",15.48,
"JPN","HOSPITALBED","TOT","1000HAB","A","1995",15.36,
"JPN","HOSPITALBED","TOT","1000HAB","A","1996",15.19,
"JPN","HOSPITALBED","TOT","1000HAB","A","1997",15.06,
"JPN","HOSPITALBED","TOT","1000HAB","A","1998",14.96,
"JPN","HOSPITALBED","TOT","1000HAB","A","1999",14.78,
"JPN","HOSPITALBED","TOT","1000HAB","A","2000",14.69,
"JPN","HOSPITALBED","TOT","1000HAB","A","2001",14.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","2002",14.43,
"JPN","HOSPITALBED","TOT","1000HAB","A","2003",14.26,
"JPN","HOSPITALBED","TOT","1000HAB","A","2004",14.2,
"JPN","HOSPITALBED","TOT","1000HAB","A","2005",14.08,
"JPN","HOSPITALBED","TOT","1000HAB","A","2006",13.97,
"JPN","HOSPITALBED","TOT","1000HAB","A","2007",13.87,
"JPN","HOSPITALBED","TOT","1000HAB","A","2008",13.71,
"JPN","HOSPITALBED","TOT","1000HAB","A","2009",13.62,
"JPN","HOSPITALBED","TOT","1000HAB","A","2010",13.51,
"JPN","HOSPITALBED","TOT","1000HAB","A","2011",13.4,
"JPN","HOSPITALBED","TOT","1000HAB","A","2012",13.35,
"JPN","HOSPITALBED","TOT","1000HAB","A","2013",13.3,
"JPN","HOSPITALBED","TOT","1000HAB","A","2014",13.21,
"JPN","HOSPITALBED","TOT","1000HAB","A","2015",13.17,
"JPN","HOSPITALBED","TOT","1000HAB","A","2016",13.11,
"JPN","HOSPITALBED","TOT","1000HAB","A","2017",13.05,
"JPN","HOSPITALBED","TOT","1000HAB","A","2018",12.98,
"JPN","HOSPITALBED","TOT","1000HAB","A","2019",12.84,
"JPN","HOSPITALBED","TOT","1000HAB","A","2020",12.63,
"JPN","HOSPITALBED","TOT","1000HAB","A","2021",12.62,
"KOR","HOSPITALBED","TOT","1000HAB","A","1991",2.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","1992",2.63,
"KOR","HOSPITALBED","TOT","1000HAB","A","1993",2.85,
"KOR","HOSPITALBED","TOT","1000HAB","A","1994",3.16,
"KOR","HOSPITALBED","TOT","1000HAB","A","1995",3.34,
"KOR","HOSPITALBED","TOT","1000HAB","A","1996",3.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","1997",3.7,
"KOR","HOSPITALBED","TOT","1000HAB","A","1998",3.89,
"KOR","HOSPITALBED","TOT","1000HAB","A","1999",4.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2000",4.65,
"KOR","HOSPITALBED","TOT","1000HAB","A","2001",4.45,
"KOR","HOSPITALBED","TOT","1000HAB","A","2002",4.83,
"KOR","HOSPITALBED","TOT","1000HAB","A","2003",5.09,
"KOR","HOSPITALBED","TOT","1000HAB","A","2004",5.42,
"KOR","HOSPITALBED","TOT","1000HAB","A","2005",5.9,
"KOR","HOSPITALBED","TOT","1000HAB","A","2006",6.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","2007",7.24,
"KOR","HOSPITALBED","TOT","1000HAB","A","2008",7.73,
"KOR","HOSPITALBED","TOT","1000HAB","A","2009",8.19,
"KOR","HOSPITALBED","TOT","1000HAB","A","2010",8.74,
"KOR","HOSPITALBED","TOT","1000HAB","A","2011",9.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","2012",10.25,
